file name,unweighted API importance
/sys/kernel/security/apparmor/features/mount/mask,0.000447
/proc/*/root/var/run/utmp,0.000447
/proc/sys/kernel/core_uses_pid,0.000447
/sys/block/*/device,0.000447
/proc/net/netstat,0.000447
/syscall,0.000447
/etc/anthy/anthy-conf,0.000447
/dev/ptyXX,0.000447
/dev/dvb/adapter*/dvr0,0.000447
/sys/class/dmi/id/product_version,0.000447
/etc/ssl/private/pure-ftpd.pem,0.000447
/proc/*/root/var/run,0.000447
/etc/sysconfig/network,0.000447
/dev/mixer0,0.000447
/sys/class/net/*/phy80211,0.000447
/dev/scd0,0.000447
/sys/class/scsi_host,0.000447
/proc/*/root/run/utmp,0.000447
/etc/pki/nssdb,0.000447
/etc/oar/oar.conf,0.000447
/proc/self/environ,0.000447
/etc/postgresql,0.000447
/dev/hwrng,0.000447
/etc/meego-release,0.000447
/etc/ftpwelcome,0.000447
/proc/*/root/run,0.000447
/etc/ax25/nrports,0.000447
/etc/ax25/rsports,0.000447
/etc/pure-ftpd/pureftpd-dir-aliases,0.000447
/etc/audit/auditd.conf,0.000447
/etc/ocamlfind.conf,0.000447
/etc/slashem/proxy.slashemrc,0.000447
/dev/hdb,0.000447
/dev/sdb,0.000447
/etc/aliases,0.000447
/etc/c-client.cf,0.000447
/etc/modprobe.d,0.000447
/sys/class/thermal/*/temp,0.000447
/dev/dsp3,0.000447
/proc/scsi/sg/devices,0.000447
/etc/sysctl.d/10-ptrace.conf,0.000447
/proc/self/ns/net,0.000447
/etc/lazarus,0.000447
/sys/class/power_supply/*/uevent,0.000447
/proc/sys/kernel/shmmax,0.000447
/sys/class/gpio/unexport,0.000447
/sys/devices/system/cpu/cpu0/cpufreq/scaling_cur_freq,0.000447
/sys/class/power_supply/*/type,0.000447
/dev/vbi,0.000447
/etc/systemd/system,0.000447
/etc/machine-info,0.000447
/proc/self/attr/current,0.000447
/dev/isdn/isdninfo,0.000447
/sys/block/*/device/unload_heads,0.000447
/sys/class/power_supply/AC/online,0.000335
/dev/sndstat,0.000335
/etc/mrxvt/mrxvtrc,0.000335
/sys/module/*/initstate,0.000335
/etc/nscd.conf,0.000335
/etc/ssl.users,0.000335
/sys/firmware/efi/efivars,0.000335
/dev/btrfs-control,0.000335
/dev/lp*,0.000335
/etc/egd-pool,0.000335
/dev/usb/hiddev0,0.000335
/proc/self/ns/pid,0.000335
/dev/hidraw0,0.000335
/proc/*/ns/pid,0.000335
/etc/ppp/options,0.000335
/sys/fs/cgroup/cgmanager/sock,0.000335
/etc/ppp/resolv.conf,0.000335
/etc/acpid.conf,0.000335
/etc/acpi.map,0.000335
/etc/ratbox-services/ratbox-services.conf,0.000335
/dev/nst,0.000335
/etc/hp/hplip.conf,0.000335
/etc/environment,0.000335
/etc/name_to_sysnum,0.000335
